customer_id,acquisition_date,acquisition_channel,product,region,age_group,loan_amount,first_transaction_date,churn_date,is_active,ltv,txn_month_1,txn_month_2,txn_month_3,txn_month_4,txn_month_5,txn_month_6,txn_month_7,txn_month_8,txn_month_9,txn_month_10,txn_month_11,txn_month_12,txn_month_13,txn_month_14,txn_month_15,txn_month_16,txn_month_17,txn_month_18,ltv_segment,days_since_acquisition,total_recent_txns,churn_risk
CUST39512,2025-03-08,Organic,Personal Loan,South,26-35,403000.0,2025-03-13,2025-03-24,False,18128.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST46774,2025-03-08,Paid,Credit Line,West,26-35,135800.0,2025-03-11,2025-10-31,False,3275.03,0,0,0,3,2,1,0,2,0,1,1,0,0,0,0,0,0,0,Low,479,0,False
CUST13679,2025-03-08,Paid,Credit Line,North,45+,313700.0,2025-03-12,2025-05-31,False,8089.85,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST21275,2025-03-08,Referral,Personal Loan,South,26-35,864000.0,2025-03-14,2025-07-02,False,83950.33,0,0,0,5,8,5,4,0,0,0,0,0,0,0,0,0,0,0,High,479,0,False
CUST15083,2025-03-08,Paid,Credit Line,West,26-35,236200.0,2025-03-14,2025-07-17,False,6532.54,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST23388,2025-03-08,App Store,Personal Loan,East,18-25,127900.0,2025-03-15,2025-08-16,False,27601.34,0,0,0,3,5,1,4,1,0,0,0,0,0,0,0,0,0,0,High,479,0,False
CUST43438,2025-03-08,App Store,Personal Loan,East,26-35,248700.0,2025-03-10,2025-10-09,False,42500.06,0,0,0,3,1,1,3,1,1,3,0,0,0,0,0,0,0,0,High,479,0,False
CUST41690,2025-03-08,Paid,Credit Line,International,36-45,176300.0,2025-03-12,2025-10-30,False,4595.25,0,0,0,1,1,0,2,2,1,1,1,0,0,0,0,0,0,0,Low,479,0,False
CUST47422,2025-03-08,Paid,Personal Loan,South,26-35,750500.0,2025-03-13,2025-10-23,False,21668.2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST07386,2025-03-08,Paid,Credit Line,East,36-45,276900.0,2025-03-09,2025-03-14,False,8779.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST48966,2025-03-08,Organic,Credit Line,West,26-35,333000.0,2025-03-09,2025-11-11,False,9375.03,0,0,0,5,6,9,6,9,11,4,9,0,0,0,0,0,0,0,Medium,479,0,False
CUST21915,2025-03-08,Referral,Personal Loan,South,36-45,942500.0,2025-03-14,,True,21007.26,0,0,0,3,5,6,5,1,2,6,3,1,5,3,2,4,5,6,Medium,479,15,False
CUST04958,2025-03-08,Paid,BNPL,International,26-35,24400.0,2025-03-09,2025-10-24,False,5226.81,0,0,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,0,Low,479,0,False
CUST35561,2025-03-08,Paid,Personal Loan,West,45+,1000000.0,2025-03-13,2025-11-05,False,21646.92,0,0,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST01861,2025-03-08,Referral,Personal Loan,South,36-45,1000000.0,2025-03-13,,True,63583.1,0,0,0,7,4,7,2,4,2,5,5,4,3,4,2,2,2,2,High,479,6,False
CUST14448,2025-03-08,Paid,Credit Line,West,26-35,500000.0,2025-03-09,2025-07-06,False,2781.16,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST12377,2025-03-08,Organic,Personal Loan,West,26-35,375500.0,2025-03-09,,True,62723.84,0,0,0,4,3,6,4,5,1,4,2,4,9,5,5,6,2,7,High,479,15,False
CUST37182,2025-03-08,Paid,Credit Line,East,36-45,319200.0,2025-03-13,2025-04-27,False,11030.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST27600,2025-03-08,Paid,BNPL,West,26-35,50000.0,2025-03-13,2025-06-09,False,2852.27,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST24764,2025-03-08,Paid,Personal Loan,North,18-25,511600.0,2025-03-11,2025-07-20,False,29295.23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,High,479,0,False
CUST38540,2025-03-08,Referral,Personal Loan,North,18-25,336600.0,2025-03-12,,True,62172.42,0,0,0,6,3,7,6,4,2,3,1,3,1,1,2,2,2,2,High,479,6,False
CUST49087,2025-03-08,Referral,Credit Line,North,26-35,163200.0,2025-03-15,,True,34410.69,0,0,0,1,5,6,4,6,4,5,6,4,2,3,1,4,2,2,High,479,8,False
CUST48488,2025-03-08,Paid,Personal Loan,West,18-25,171600.0,2025-03-14,2025-04-24,False,25017.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,479,0,False
CUST31149,2025-03-08,Paid,Credit Line,South,45+,500000.0,2025-03-15,2025-12-19,False,8073.16,0,0,0,0,3,1,1,2,1,1,2,1,0,0,0,0,0,0,Medium,479,0,False
CUST09828,2025-03-08,Paid,Credit Line,South,26-35,179400.0,2025-03-09,2025-08-19,False,6108.36,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST28185,2025-03-08,Organic,Credit Line,West,26-35,226200.0,2025-03-14,2025-09-24,False,10044.8,0,0,0,3,5,4,8,10,5,0,0,0,0,0,0,0,0,0,Medium,479,0,False
CUST04775,2025-03-08,Paid,Credit Line,North,18-25,370600.0,2025-03-10,2025-11-26,False,8554.19,0,0,0,4,3,0,1,2,1,0,2,0,0,0,0,0,0,0,Medium,479,0,False
CUST22420,2025-03-08,Paid,BNPL,North,18-25,50000.0,2025-03-12,2025-09-07,False,3571.8,0,0,0,2,0,3,2,2,1,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST28551,2025-03-08,Referral,BNPL,West,26-35,27900.0,2025-03-09,,True,2579.68,0,0,0,5,7,7,4,4,4,3,5,2,2,5,2,3,2,3,Low,479,8,False
CUST45106,2025-03-08,Paid,Credit Line,North,26-35,400800.0,2025-03-11,,True,11993.63,0,0,0,0,3,1,1,2,2,1,1,0,0,0,1,0,0,0,Medium,479,0,True
CUST43220,2025-03-08,Referral,Personal Loan,East,45+,648200.0,2025-03-11,,True,28752.16,0,0,0,3,3,4,7,2,1,3,3,2,6,3,5,4,3,2,High,479,9,False
CUST29798,2025-03-08,Organic,Credit Line,South,18-25,254100.0,2025-03-10,2025-12-05,False,7762.36,0,0,0,8,5,4,5,7,5,10,3,5,0,0,0,0,0,0,Medium,479,0,False
CUST23382,2025-03-08,Paid,Credit Line,West,26-35,143400.0,2025-03-12,2026-03-05,False,6530.46,0,0,0,1,1,1,1,0,1,0,2,0,2,0,0,0,0,0,Low,479,0,False
CUST25885,2025-03-08,Paid,Credit Line,East,36-45,312200.0,2025-03-14,2025-06-13,False,5518.06,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST48382,2025-03-08,App Store,BNPL,South,36-45,39500.0,2025-03-10,2026-02-26,False,1890.27,0,0,0,3,2,3,1,1,3,3,1,4,1,3,3,0,0,0,Low,479,0,False
CUST27525,2025-03-08,Organic,Personal Loan,South,26-35,567000.0,2025-03-15,2025-05-04,False,45398.11,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,High,479,0,False
CUST39428,2025-03-08,Referral,Credit Line,North,26-35,186300.0,2025-03-09,,True,8662.58,0,0,0,7,6,3,9,6,1,2,1,2,1,4,5,2,1,2,Medium,479,5,False
CUST22632,2025-03-08,Referral,Personal Loan,West,18-25,810100.0,2025-03-13,2025-11-20,False,74720.96,0,0,0,7,7,8,5,5,4,4,3,0,0,0,0,0,0,0,High,479,0,False
CUST21612,2025-03-08,App Store,Personal Loan,North,45+,1000000.0,2025-03-14,,True,9888.57,0,0,0,2,6,1,3,1,4,2,3,2,2,0,1,4,2,1,Medium,479,7,False
CUST32151,2025-03-08,Organic,BNPL,South,26-35,50000.0,2025-03-12,,True,2854.16,0,0,0,3,2,2,2,9,5,6,1,2,4,1,3,5,4,2,Low,479,11,False
CUST10065,2025-03-08,Organic,BNPL,South,36-45,50000.0,2025-03-09,2025-10-11,False,3632.03,0,0,0,7,12,5,3,5,2,8,0,0,0,0,0,0,0,0,Low,479,0,False
CUST25114,2025-03-08,Paid,BNPL,East,26-35,15800.0,2025-03-15,2025-10-07,False,984.15,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,Low,479,0,False
CUST19072,2025-03-09,Paid,BNPL,North,26-35,35100.0,2025-03-14,,True,3733.83,0,0,0,0,1,2,0,2,2,1,2,0,1,1,0,1,0,0,Low,478,1,False
CUST30185,2025-03-09,Paid,Personal Loan,International,18-25,215900.0,2025-03-15,2025-07-09,False,36838.05,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST26596,2025-03-09,Organic,Credit Line,East,26-35,141100.0,2025-03-16,,True,24807.92,0,0,0,5,3,3,4,6,4,5,10,3,5,3,1,2,5,3,High,478,10,False
CUST25595,2025-03-09,App Store,Credit Line,South,26-35,400400.0,2025-03-10,2026-03-04,False,10697.9,0,0,0,1,5,1,3,4,4,4,5,3,1,1,1,0,0,0,Medium,478,0,False
CUST28859,2025-03-09,Paid,Personal Loan,West,26-35,398600.0,2025-03-14,,True,18758.5,0,0,0,1,1,1,0,3,0,2,0,0,1,0,1,1,1,2,Medium,478,4,False
CUST09811,2025-03-09,Organic,Personal Loan,South,26-35,444000.0,2025-03-12,2025-09-01,False,19407.83,0,0,0,6,5,9,7,4,5,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST23893,2025-03-09,Referral,BNPL,East,26-35,24900.0,2025-03-10,2025-08-20,False,5807.75,0,0,0,4,2,10,4,2,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST28942,2025-03-09,Paid,Personal Loan,North,18-25,909100.0,2025-03-11,2025-06-28,False,7785.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST24612,2025-03-09,Paid,Credit Line,West,36-45,78400.0,2025-03-10,2025-10-25,False,3875.29,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST13551,2025-03-09,Paid,Personal Loan,West,36-45,515700.0,2025-03-13,2025-05-08,False,24989.37,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST47454,2025-03-09,Organic,Credit Line,North,45+,338000.0,2025-03-14,2026-01-22,False,30086.71,0,0,0,4,4,4,5,9,7,2,5,9,4,0,0,0,0,0,High,478,0,False
CUST01332,2025-03-09,Referral,Credit Line,South,26-35,493700.0,2025-03-12,,True,19291.89,0,0,0,4,4,3,1,4,7,6,4,7,1,5,2,1,1,5,Medium,478,7,False
CUST25347,2025-03-09,Referral,Credit Line,North,18-25,125600.0,2025-03-11,2025-10-10,False,37582.58,0,0,0,7,3,8,3,5,5,1,0,0,0,0,0,0,0,0,High,478,0,False
CUST18141,2025-03-09,Paid,Credit Line,West,26-35,202000.0,2025-03-10,2025-03-24,False,4296.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST10152,2025-03-09,Organic,Credit Line,West,26-35,78700.0,2025-03-12,2025-11-21,False,7911.12,0,0,0,3,6,3,4,3,7,4,9,0,0,0,0,0,0,0,Medium,478,0,False
CUST16389,2025-03-09,Paid,BNPL,South,36-45,21700.0,2025-03-11,2025-11-06,False,1657.37,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,Low,478,0,False
CUST47654,2025-03-09,Paid,Personal Loan,East,36-45,327900.0,2025-03-10,2025-05-15,False,13103.61,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST29329,2025-03-09,App Store,Credit Line,West,18-25,182700.0,2025-03-16,2025-08-02,False,6518.69,0,0,0,1,4,3,0,4,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST27547,2025-03-09,Paid,Personal Loan,South,18-25,493000.0,2025-03-15,2025-07-24,False,22752.23,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST21643,2025-03-09,Organic,Personal Loan,North,26-35,1000000.0,2025-03-13,2025-10-22,False,68529.73,0,0,0,10,10,4,6,6,7,7,0,0,0,0,0,0,0,0,High,478,0,False
CUST09428,2025-03-09,Referral,BNPL,North,18-25,37000.0,2025-03-13,2025-11-06,False,8976.79,0,0,0,5,2,7,8,4,1,8,6,0,0,0,0,0,0,0,Medium,478,0,False
CUST15499,2025-03-09,Organic,Personal Loan,North,36-45,265500.0,2025-03-12,2025-04-03,False,61997.18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST09439,2025-03-09,Organic,Personal Loan,South,36-45,576200.0,2025-03-11,,True,15949.2,0,0,0,10,9,13,6,3,7,3,7,8,4,3,5,8,5,3,Medium,478,16,False
CUST29739,2025-03-09,Referral,Personal Loan,South,36-45,220400.0,2025-03-13,2025-06-18,False,13235.32,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST27488,2025-03-09,Referral,BNPL,South,26-35,15400.0,2025-03-14,,True,2535.6,0,0,0,3,10,10,7,3,6,3,7,1,5,6,2,3,1,4,Low,478,8,False
CUST18546,2025-03-09,Referral,BNPL,International,18-25,50000.0,2025-03-11,2026-01-01,False,2625.86,0,0,0,6,2,4,4,4,4,4,3,1,6,0,0,0,0,0,Low,478,0,False
CUST24097,2025-03-09,Paid,Credit Line,North,26-35,121400.0,2025-03-14,2025-12-08,False,6721.87,0,0,0,3,2,0,2,0,2,0,0,1,0,0,0,0,0,0,Low,478,0,False
CUST15137,2025-03-09,Organic,Credit Line,South,45+,103900.0,2025-03-10,2026-01-14,False,10909.47,0,0,0,3,4,10,4,12,7,9,5,4,3,0,0,0,0,0,Medium,478,0,False
CUST49477,2025-03-09,Referral,Personal Loan,North,36-45,1000000.0,2025-03-13,2025-11-30,False,13784.93,0,0,0,12,7,3,3,6,4,8,3,2,0,0,0,0,0,0,Medium,478,0,False
CUST29668,2025-03-09,App Store,Credit Line,International,18-25,120600.0,2025-03-14,2026-03-08,False,5374.26,0,0,0,8,3,1,4,1,1,4,1,3,1,1,3,0,0,0,Low,478,0,False
CUST15583,2025-03-09,Organic,Personal Loan,East,45+,601400.0,2025-03-13,,True,20061.2,0,0,0,3,4,6,3,4,8,3,2,1,10,1,4,5,1,4,Medium,478,10,False
CUST12313,2025-03-09,Paid,Credit Line,West,26-35,500000.0,2025-03-15,2025-12-08,False,13702.27,0,0,0,1,2,0,2,2,1,1,1,1,0,0,0,0,0,0,Medium,478,0,False
CUST09584,2025-03-09,Organic,Personal Loan,West,26-35,522900.0,2025-03-14,2025-10-01,False,41398.21,0,0,0,5,8,2,3,10,3,5,0,0,0,0,0,0,0,0,High,478,0,False
CUST48573,2025-03-09,Paid,Credit Line,West,18-25,118300.0,2025-03-10,2025-11-05,False,6367.7,0,0,0,1,1,2,3,3,1,2,2,0,0,0,0,0,0,0,Low,478,0,False
CUST12261,2025-03-09,App Store,BNPL,North,45+,15500.0,2025-03-13,,True,1094.7,0,0,0,1,4,3,1,3,2,6,2,2,1,2,2,2,1,2,Low,478,5,False
CUST16931,2025-03-09,Paid,Personal Loan,East,45+,101000.0,2025-03-12,2025-09-16,False,19531.48,0,0,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST00247,2025-03-09,Paid,BNPL,West,36-45,14800.0,2025-03-15,2025-06-29,False,1663.31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST22115,2025-03-09,App Store,BNPL,East,18-25,19200.0,2025-03-10,2026-02-04,False,2866.01,0,0,0,1,2,1,1,2,4,1,2,3,3,1,0,0,0,0,Low,478,0,False
CUST19606,2025-03-09,Paid,Credit Line,North,26-35,500000.0,2025-03-14,2025-06-08,False,3822.51,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST25818,2025-03-09,Organic,BNPL,South,36-45,30100.0,2025-03-11,2025-03-14,False,1212.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST22187,2025-03-09,Paid,Personal Loan,South,26-35,914300.0,2025-03-16,2026-03-05,False,5571.94,0,0,0,2,0,0,2,1,1,1,1,1,1,0,1,0,0,0,Low,478,0,False
CUST14563,2025-03-09,Paid,BNPL,International,36-45,8200.0,2025-03-15,2025-06-27,False,2914.34,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST47508,2025-03-09,Paid,Personal Loan,South,18-25,341900.0,2025-03-10,2025-10-31,False,9790.08,0,0,0,1,3,3,3,1,2,1,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST01325,2025-03-09,App Store,Credit Line,West,26-35,261800.0,2025-03-12,,True,4897.06,0,0,0,2,2,1,3,3,1,3,3,2,5,1,1,3,1,3,Low,478,7,False
CUST24637,2025-03-09,Organic,Credit Line,South,36-45,313800.0,2025-03-15,2025-09-18,False,7074.33,0,0,0,14,3,4,13,6,10,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST01465,2025-03-09,App Store,BNPL,North,36-45,18700.0,2025-03-11,2025-08-28,False,696.03,0,0,0,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST23963,2025-03-09,Paid,BNPL,North,18-25,18000.0,2025-03-11,2025-03-15,False,1622.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST16176,2025-03-09,Paid,BNPL,South,26-35,38400.0,2025-03-11,2025-03-15,False,924.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST00376,2025-03-09,Paid,Personal Loan,South,26-35,329300.0,2025-03-13,2025-06-22,False,13782.99,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST28803,2025-03-09,Referral,Personal Loan,West,18-25,1000000.0,2025-03-16,2025-04-03,False,49481.23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST20748,2025-03-09,Organic,Personal Loan,North,26-35,407300.0,2025-03-10,,True,74844.01,0,0,0,10,4,6,8,3,3,6,8,1,7,1,4,2,3,4,High,478,9,False
CUST23685,2025-03-09,Organic,Credit Line,South,26-35,147400.0,2025-03-11,2025-05-30,False,20966.25,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST21672,2025-03-09,Paid,Credit Line,International,45+,313400.0,2025-03-10,2025-05-17,False,17096.77,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST24675,2025-03-09,Paid,BNPL,North,45+,10900.0,2025-03-13,2026-02-18,False,1027.04,0,0,0,3,2,1,2,3,1,1,2,2,1,1,0,0,0,0,Low,478,0,False
CUST49789,2025-03-09,Organic,Personal Loan,South,18-25,1000000.0,2025-03-16,,True,71641.87,0,0,0,5,3,7,6,2,11,7,4,7,3,6,4,5,7,1,High,478,13,False
CUST20477,2025-03-09,Paid,Personal Loan,West,26-35,1000000.0,2025-03-15,2026-01-12,False,11038.22,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Medium,478,0,False
CUST29963,2025-03-09,Organic,Credit Line,East,36-45,300500.0,2025-03-12,2025-09-10,False,18648.03,0,0,0,5,7,3,4,11,3,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST14798,2025-03-09,Organic,Credit Line,South,26-35,321000.0,2025-03-16,2025-03-31,False,18416.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST12594,2025-03-09,Paid,Personal Loan,International,45+,870800.0,2025-03-15,2025-09-06,False,31210.17,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST00359,2025-03-09,App Store,Personal Loan,International,36-45,531700.0,2025-03-12,,True,26374.04,0,0,0,4,2,3,3,4,0,3,4,2,2,2,1,2,2,2,High,478,6,False
CUST29915,2025-03-09,Paid,BNPL,West,18-25,17500.0,2025-03-14,2025-04-30,False,2030.96,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST14975,2025-03-09,Organic,Personal Loan,North,45+,281800.0,2025-03-15,2025-06-03,False,23018.24,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST25172,2025-03-09,Paid,Personal Loan,South,18-25,1000000.0,2025-03-10,2025-08-26,False,22588.77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST12944,2025-03-09,Referral,Credit Line,South,18-25,500000.0,2025-03-10,2025-12-24,False,21858.26,0,0,0,1,4,1,5,6,4,7,2,3,0,0,0,0,0,0,Medium,478,0,False
CUST16078,2025-03-09,Organic,Personal Loan,West,45+,930500.0,2025-03-12,2025-06-22,False,54143.4,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST01098,2025-03-09,Organic,Personal Loan,East,26-35,543200.0,2025-03-11,2025-11-01,False,20130.92,0,0,0,2,2,6,6,10,1,7,3,0,0,0,0,0,0,0,Medium,478,0,False
CUST11783,2025-03-09,Referral,Credit Line,West,18-25,364900.0,2025-03-13,,True,12062.25,0,0,0,7,4,3,3,4,3,7,7,1,2,2,3,5,2,2,Medium,478,9,False
CUST46826,2025-03-09,Paid,Personal Loan,East,45+,869000.0,2025-03-12,2025-10-24,False,17674.07,0,0,0,2,2,3,2,0,3,1,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST25804,2025-03-09,Referral,Credit Line,East,26-35,174700.0,2025-03-16,2025-06-17,False,11226.02,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST25000,2025-03-09,App Store,Personal Loan,East,45+,406000.0,2025-03-13,,True,42154.54,0,0,0,5,6,2,2,6,4,4,3,3,1,2,3,0,1,1,High,478,2,False
CUST34667,2025-03-09,Paid,BNPL,North,18-25,50000.0,2025-03-12,2026-02-04,False,1438.1,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,Low,478,0,False
CUST08249,2025-03-09,App Store,Personal Loan,International,26-35,1000000.0,2025-03-10,2025-07-05,False,53126.38,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST06916,2025-03-09,Organic,Personal Loan,North,18-25,962000.0,2025-03-16,,True,86421.08,0,0,0,7,3,4,8,5,1,2,7,6,6,4,4,1,3,6,High,478,10,False
CUST42182,2025-03-09,Referral,Credit Line,International,26-35,500000.0,2025-03-16,2025-05-07,False,34102.42,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST42682,2025-03-09,Paid,Personal Loan,East,26-35,768900.0,2025-03-10,,True,6685.36,0,0,0,0,2,2,0,2,0,1,1,1,0,1,1,1,0,0,Low,478,1,False
CUST03586,2025-03-09,Paid,Personal Loan,East,18-25,375700.0,2025-03-10,2025-06-25,False,9337.97,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST35212,2025-03-09,App Store,Personal Loan,West,36-45,181900.0,2025-03-15,2026-03-08,False,19674.52,0,0,0,5,4,1,4,5,2,3,5,3,3,1,2,0,0,0,Medium,478,0,False
CUST33218,2025-03-09,Organic,Personal Loan,West,18-25,1000000.0,2025-03-14,,True,44974.09,0,0,0,6,4,7,9,4,1,6,2,5,3,4,4,4,3,4,High,478,11,False
CUST41088,2025-03-09,Organic,Credit Line,South,26-35,170100.0,2025-03-10,2025-12-01,False,39736.63,0,0,0,3,2,3,4,8,10,7,2,5,0,0,0,0,0,0,High,478,0,False
CUST04592,2025-03-09,Organic,BNPL,East,45+,50000.0,2025-03-14,2025-11-17,False,7411.54,0,0,0,7,6,10,9,3,8,5,5,0,0,0,0,0,0,0,Low,478,0,False
CUST42806,2025-03-09,Paid,Personal Loan,North,26-35,264900.0,2025-03-11,2026-02-08,False,20958.46,0,0,0,3,0,0,1,1,0,2,0,0,0,2,0,0,0,0,Medium,478,0,False
CUST32380,2025-03-09,Organic,Personal Loan,South,36-45,622700.0,2025-03-13,2026-02-08,False,76097.55,0,0,0,9,14,6,6,7,5,8,6,3,2,7,0,0,0,0,High,478,0,False
CUST34498,2025-03-09,Referral,Personal Loan,International,26-35,400900.0,2025-03-12,2026-03-06,False,75166.17,0,0,0,3,2,3,4,1,5,7,2,2,7,4,2,0,0,0,High,478,0,False
CUST46676,2025-03-09,Organic,BNPL,East,36-45,47300.0,2025-03-10,,True,6961.99,0,0,0,8,4,9,6,7,5,1,6,7,3,2,3,2,3,2,Low,478,7,False
CUST03776,2025-03-09,App Store,Credit Line,East,18-25,251200.0,2025-03-15,,True,4077.83,0,0,0,1,7,3,0,2,3,3,1,1,2,3,4,3,3,1,Low,478,7,False
CUST44191,2025-03-09,Organic,Personal Loan,South,36-45,339100.0,2025-03-15,,True,29751.59,0,0,0,2,3,5,4,7,6,7,2,8,9,4,1,4,3,3,High,478,10,False
CUST30463,2025-03-09,Organic,BNPL,East,36-45,23100.0,2025-03-16,,True,1120.02,0,0,0,7,3,13,3,5,4,5,7,3,5,4,2,6,8,2,Low,478,16,False
CUST46634,2025-03-09,Paid,Personal Loan,East,26-35,721300.0,2025-03-11,2025-04-22,False,29707.79,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST37619,2025-03-09,Paid,Personal Loan,South,18-25,336400.0,2025-03-15,2025-05-09,False,9988.09,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST08701,2025-03-09,App Store,Personal Loan,East,26-35,1000000.0,2025-03-13,2025-07-03,False,25887.66,0,0,0,6,5,7,2,0,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST31353,2025-03-09,Referral,BNPL,East,18-25,16100.0,2025-03-15,2025-05-13,False,3757.68,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,478,0,False
CUST07415,2025-03-09,Paid,Personal Loan,East,36-45,420500.0,2025-03-13,2025-08-05,False,18314.8,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,Medium,478,0,False
CUST38221,2025-03-09,Paid,BNPL,South,26-35,50000.0,2025-03-11,2025-10-26,False,2695.71,0,0,0,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,Low,478,0,False
CUST37583,2025-03-09,Paid,BNPL,East,26-35,9100.0,2025-03-11,2026-03-07,False,1938.17,0,0,0,0,0,3,1,0,2,3,1,1,0,2,0,0,0,0,Low,478,0,False
CUST02756,2025-03-09,Paid,Personal Loan,North,18-25,1000000.0,2025-03-16,2025-07-31,False,31843.37,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,High,478,0,False
CUST42555,2025-03-09,Referral,BNPL,International,36-45,33700.0,2025-03-13,2026-01-30,False,5315.73,0,0,0,7,5,6,3,3,3,8,4,3,2,4,0,0,0,0,Low,478,0,False
CUST30972,2025-03-09,Paid,Personal Loan,South,26-35,607500.0,2025-03-16,2025-10-29,False,39665.58,0,0,0,0,2,2,1,2,0,1,3,0,0,0,0,0,0,0,High,478,0,False
